Name,URL,Duration,UpdateInterval,StartOn,EndBy,Cache
Pic1,https://github.com/northwoodkensett/nktvss/raw/main/viking19201080.png,0:00:10,1:00:00,7/26/22 8:00,1/1/30 10:00,yes
Pic2,https://github.com/northwoodkensett/nktvss/raw/main/activitycenterfromttvwelcome.png,0:00:10,1:00:00,7/26/22 8:00,1/1/30 10:00,yes
Pic3,https://github.com/northwoodkensett/nktvss/raw/main/activitycenterfromttvcosts.png,0:00:10,1:00:00,7/26/22 8:00,1/1/30 10:00,yes
Pic4,https://github.com/northwoodkensett/nktvss/raw/main/activitycenterfromttvblackblank.png,0:00:01,1:00:00,7/26/22 8:00,1/1/30 10:00,yes
